Store,Date, Weekly_Sales ,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
13,25/05/2012," $2,043,349.41 ",0,62.4,3.801,131.0288,5.965
13,01/06/2012," $2,035,431.39 ",0,61.1,3.788,130.9592,5.965
13,08/06/2012," $2,182,437.90 ",0,68.4,3.776,130.8897,5.965
13,15/06/2012," $2,152,229.11 ",0,66.0,3.756,130.8295,5.965
13,22/06/2012," $2,094,373.00 ",0,72.9,3.737,130.7929,5.965
13,29/06/2012," $2,037,663.71 ",0,82.0,3.681,130.7563,5.965
13,06/07/2012," $2,184,980.35 ",0,79.2,3.630,130.7196,5.765
13,13/07/2012," $2,002,750.99 ",0,83.7,3.595,130.6830,5.765
13,20/07/2012," $2,053,089.32 ",0,75.7,3.556,130.7013,5.765
13,27/07/2012," $1,914,430.53 ",0,80.4,3.537,130.7196,5.765
13,03/08/2012," $2,044,148.23 ",0,82.0,3.512,130.7379,5.765
13,10/08/2012," $2,041,019.92 ",0,81.7,3.509,130.7562,5.765
13,17/08/2012," $2,095,769.18 ",0,79.4,3.545,130.7910,5.765
13,24/08/2012," $2,059,458.25 ",0,77.4,3.582,130.8382,5.765
13,31/08/2012," $2,073,855.42 ",0,79.2,3.624,130.8854,5.765
13,07/09/2012," $2,165,796.31 ",1,70.7,3.689,130.9325,5.765
13,14/09/2012," $1,919,917.03 ",0,68.6,3.749,130.9777,5.765
13,21/09/2012," $1,938,379.66 ",0,68.0,3.821,131.0103,5.765
13,28/09/2012," $1,927,664.11 ",0,64.8,3.821,131.0430,5.765
13,05/10/2012," $2,041,918.74 ",0,61.8,3.815,131.0757,5.621
13,12/10/2012," $1,999,079.44 ",0,55.1,3.797,131.1083,5.621
13,19/10/2012," $2,018,010.15 ",0,52.1,3.781,131.1500,5.621
13,26/10/2012," $2,035,189.66 ",0,47.0,3.755,131.1931,5.621
14,05/02/2010," $2,623,469.95 ",0,27.3,2.784,181.8712,8.992
14,12/02/2010," $1,704,218.84 ",1,27.7,2.773,181.9823,8.992
14,19/02/2010," $2,204,556.70 ",0,31.3,2.745,182.0348,8.992
14,26/02/2010," $2,095,591.63 ",0,34.9,2.754,182.0775,8.992
14,05/03/2010," $2,237,544.75 ",0,37.1,2.777,182.1202,8.992
14,12/03/2010," $2,156,035.06 ",0,45.8,2.818,182.1628,8.992
14,19/03/2010," $2,066,219.30 ",0,48.8,2.844,182.0780,8.992
14,26/03/2010," $2,050,396.27 ",0,54.4,2.854,181.9719,8.992
14,02/04/2010," $2,495,630.51 ",0,47.7,2.850,181.8658,8.899
14,09/04/2010," $2,258,781.28 ",0,65.5,2.869,181.7596,8.899
14,16/04/2010," $2,121,788.61 ",0,54.3,2.899,181.6925,8.899
14,23/04/2010," $2,138,144.91 ",0,53.5,2.902,181.6773,8.899
14,30/04/2010," $2,082,355.12 ",0,53.2,2.921,181.6620,8.899
14,07/05/2010," $2,370,116.52 ",0,70.8,2.966,181.6468,8.899
14,14/05/2010," $2,129,771.13 ",0,54.3,2.982,181.6613,8.899
14,21/05/2010," $2,108,187.10 ",0,62.6,2.958,181.8538,8.899
14,28/05/2010," $2,227,152.16 ",0,69.3,2.899,182.0464,8.899
14,04/06/2010," $2,363,601.47 ",0,75.9,2.847,182.2390,8.899
14,11/06/2010," $2,249,570.04 ",0,69.7,2.809,182.4316,8.899
14,18/06/2010," $2,248,645.59 ",0,72.6,2.780,182.4424,8.899
14,25/06/2010," $2,246,179.91 ",0,79.3,2.808,182.3806,8.899
14,02/07/2010," $2,334,788.42 ",0,76.6,2.815,182.3188,8.743
14,09/07/2010," $2,236,209.13 ",0,82.5,2.793,182.2570,8.743
14,16/07/2010," $2,130,287.27 ",0,77.8,2.783,182.2604,8.743
14,23/07/2010," $2,044,155.39 ",0,81.5,2.771,182.3510,8.743
14,30/07/2010," $2,054,843.28 ",0,79.8,2.781,182.4415,8.743
14,06/08/2010," $2,219,813.50 ",0,77.2,2.784,182.5321,8.743
14,13/08/2010," $2,052,984.81 ",0,78.4,2.805,182.6226,8.743
14,20/08/2010," $2,057,138.31 ",0,76.0,2.779,182.6165,8.743
14,27/08/2010," $2,020,332.07 ",0,71.4,2.755,182.6104,8.743
14,03/09/2010," $2,182,563.66 ",0,78.4,2.715,182.6043,8.743
14,10/09/2010," $2,191,767.76 ",1,70.9,2.699,182.5982,8.743
14,17/09/2010," $1,953,539.85 ",0,66.6,2.706,182.6225,8.743
14,24/09/2010," $1,879,891.13 ",0,68.6,2.713,182.6697,8.743
14,01/10/2010," $1,855,703.66 ",0,70.6,2.707,182.7168,8.724
14,08/10/2010," $2,091,663.20 ",0,56.5,2.764,182.7640,8.724
14,15/10/2010," $1,932,162.63 ",0,58.6,2.868,182.8106,8.724
14,22/10/2010," $1,936,621.09 ",0,53.2,2.917,182.8559,8.724
14,29/10/2010," $1,984,768.34 ",0,61.3,2.921,182.9011,8.724
14,05/11/2010," $2,078,417.47 ",0,45.7,2.917,182.9464,8.724
14,12/11/2010," $2,092,189.06 ",0,46.1,2.931,182.9916,8.724
14,19/11/2010," $1,968,462.58 ",0,50.0,3.000,182.8989,8.724
14,26/11/2010," $2,921,709.71 ",1,46.2,3.039,182.7833,8.724
14,03/12/2010," $2,258,489.63 ",0,40.9,3.046,182.6676,8.724
14,10/12/2010," $2,600,519.26 ",0,30.5,3.109,182.5520,8.724
14,17/12/2010," $2,762,861.41 ",0,30.5,3.140,182.5177,8.724
14,24/12/2010," $3,818,686.45 ",0,30.6,3.141,182.5446,8.724
14,31/12/2010," $1,623,716.46 ",1,29.7,3.179,182.5714,8.724
14,07/01/2011," $1,864,746.10 ",0,34.3,3.193,182.5983,8.549
14,14/01/2011," $1,699,095.90 ",0,24.8,3.205,182.6586,8.549
14,21/01/2011," $1,743,188.87 ",0,30.6,3.229,182.9193,8.549
14,28/01/2011," $1,613,718.38 ",0,24.1,3.237,183.1801,8.549
14,04/02/2011," $1,995,891.87 ",0,28.7,3.231,183.4409,8.549
14,11/02/2011," $1,980,405.03 ",1,30.3,3.239,183.7016,8.549
14,18/02/2011," $2,019,031.67 ",0,40.7,3.245,183.9371,8.549
14,25/02/2011," $1,875,708.88 ",0,35.8,3.274,184.1626,8.549
14,04/03/2011," $2,041,215.61 ",0,38.7,3.433,184.3880,8.549
14,11/03/2011," $1,931,104.67 ",0,45.0,3.582,184.6134,8.549
14,18/03/2011," $1,932,491.42 ",0,46.7,3.631,184.8097,8.549
14,25/03/2011," $1,879,451.23 ",0,41.8,3.625,184.9944,8.549
14,01/04/2011," $1,869,110.55 ",0,37.3,3.638,185.1790,8.521
14,08/04/2011," $2,037,798.88 ",0,48.7,3.720,185.3637,8.521
14,15/04/2011," $1,974,960.86 ",0,53.7,3.821,185.5340,8.521
14,22/04/2011," $2,256,461.39 ",0,53.0,3.892,185.6685,8.521
14,29/04/2011," $1,930,617.64 ",0,66.2,3.962,185.8030,8.521
14,06/05/2011," $2,095,599.93 ",0,58.2,4.046,185.9374,8.521
14,13/05/2011," $2,004,330.30 ",0,60.4,4.066,186.0719,8.521
14,20/05/2011," $1,959,967.80 ",0,62.3,4.062,185.9661,8.521
14,27/05/2011," $2,080,694.24 ",0,69.7,3.985,185.8603,8.521
14,03/06/2011," $2,079,899.47 ",0,76.4,3.922,185.7545,8.521
14,10/06/2011," $2,132,446.00 ",0,73.9,3.881,185.6487,8.521
14,17/06/2011," $2,082,083.34 ",0,69.3,3.842,185.6719,8.521
14,24/06/2011," $2,069,523.52 ",0,74.9,3.804,185.7920,8.521
14,01/07/2011," $2,074,668.19 ",0,74.0,3.748,185.9120,8.625
14,08/07/2011," $2,063,401.06 ",0,77.5,3.711,186.0320,8.625
14,15/07/2011," $1,953,544.76 ",0,78.5,3.760,186.1400,8.625
14,22/07/2011," $1,882,070.88 ",0,82.3,3.811,186.2178,8.625
14,29/07/2011," $1,871,021.01 ",0,81.3,3.829,186.2956,8.625
14,05/08/2011," $2,066,020.69 ",0,78.2,3.842,186.3734,8.625
14,12/08/2011," $1,928,773.82 ",0,77.0,3.812,186.4512,8.625
14,19/08/2011," $1,896,873.99 ",0,73.0,3.747,186.5093,8.625
14,26/08/2011," $2,273,470.62 ",0,72.6,3.704,186.5641,8.625
14,02/09/2011," $1,750,891.47 ",0,70.6,3.703,186.6189,8.625
14,09/09/2011," $2,202,742.90 ",1,71.5,3.738,186.6737,8.625
14,16/09/2011," $1,864,637.89 ",0,69.2,3.742,186.8024,8.625
14,23/09/2011," $1,871,555.64 ",0,63.8,3.711,187.0295,8.625
14,30/09/2011," $1,809,989.29 ",0,70.7,3.645,187.2567,8.625
14,07/10/2011," $2,078,796.76 ",0,55.8,3.583,187.4838,8.523
14,14/10/2011," $1,890,870.75 ",0,63.8,3.541,187.6917,8.523
14,21/10/2011," $2,009,004.59 ",0,59.6,3.570,187.7846,8.523
14,28/10/2011," $2,056,846.12 ",0,51.8,3.569,187.8775,8.523
14,04/11/2011," $2,174,056.71 ",0,43.9,3.551,187.9704,8.523
14,11/11/2011," $2,081,534.65 ",0,47.7,3.530,188.0632,8.523
14,18/11/2011," $1,969,360.72 ",0,51.3,3.530,188.1984,8.523
14,25/11/2011," $2,685,351.81 ",1,48.7,3.492,188.3504,8.523
14,02/12/2011," $2,143,080.57 ",0,50.2,3.452,188.5024,8.523
14,09/12/2011," $2,470,581.29 ",0,46.6,3.415,188.6545,8.523
14,16/12/2011," $2,594,363.09 ",0,39.9,3.413,188.7979,8.523
14,23/12/2011," $3,369,068.99 ",0,42.3,3.389,188.9300,8.523
14,30/12/2011," $1,914,148.89 ",1,37.8,3.389,189.0620,8.523
14,06/01/2012," $1,859,144.96 ",0,35.9,3.422,189.1941,8.424
14,13/01/2012," $1,696,248.27 ",0,41.2,3.513,189.3261,8.424
14,20/01/2012," $1,789,113.32 ",0,31.9,3.533,189.4215,8.424
14,27/01/2012," $1,595,362.27 ",0,37.9,3.567,189.5169,8.424
14,03/02/2012," $1,877,410.36 ",0,43.0,3.617,189.6122,8.424
14,10/02/2012," $2,077,256.24 ",1,37.0,3.640,189.7076,8.424
14,17/02/2012," $2,020,550.99 ",0,36.9,3.695,189.8425,8.424
14,24/02/2012," $1,875,040.16 ",0,42.9,3.739,190.0070,8.424
14,02/03/2012," $1,926,004.99 ",0,41.6,3.816,190.1715,8.424
14,09/03/2012," $2,020,839.31 ",0,45.5,3.848,190.3360,8.424
14,16/03/2012," $1,941,040.50 ",0,50.6,3.862,190.4619,8.424
14,23/03/2012," $1,893,447.71 ",0,59.5,3.900,190.5363,8.424
14,30/03/2012," $1,905,033.01 ",0,50.0,3.953,190.6107,8.424
14,06/04/2012," $2,376,022.26 ",0,49.7,3.996,190.6852,8.567
14,13/04/2012," $1,912,909.69 ",0,51.8,4.044,190.7596,8.567
14,20/04/2012," $1,875,686.44 ",0,63.1,4.027,190.8138,8.567
14,27/04/2012," $1,784,029.95 ",0,53.2,4.004,190.8680,8.567
14,04/05/2012," $1,949,354.29 ",0,55.2,3.951,190.9222,8.567
14,11/05/2012," $1,987,531.05 ",0,61.2,3.889,190.9764,8.567
14,18/05/2012," $1,932,233.17 ",0,66.3,3.848,190.9964,8.567
14,25/05/2012," $2,030,869.61 ",0,67.2,3.798,191.0028,8.567
14,01/06/2012," $2,049,485.49 ",0,74.5,3.742,191.0092,8.567
14,08/06/2012," $2,099,615.88 ",0,64.3,3.689,191.0155,8.567
14,15/06/2012," $1,905,733.68 ",0,71.9,3.620,191.0300,8.567
14,22/06/2012," $1,660,228.88 ",0,74.2,3.564,191.0646,8.567
14,29/06/2012," $1,591,835.02 ",0,75.2,3.506,191.0992,8.567
14,06/07/2012," $1,862,128.95 ",0,83.0,3.475,191.1339,8.684
14,13/07/2012," $1,544,422.35 ",0,80.0,3.523,191.1685,8.684
14,20/07/2012," $1,553,250.16 ",0,78.9,3.567,191.1670,8.684
14,27/07/2012," $1,479,514.66 ",0,77.2,3.647,191.1656,8.684
14,03/08/2012," $1,656,886.46 ",0,76.6,3.654,191.1641,8.684
14,10/08/2012," $1,648,570.03 ",0,78.7,3.722,191.1626,8.684
14,17/08/2012," $1,660,433.30 ",0,75.7,3.807,191.2285,8.684
14,24/08/2012," $1,621,841.33 ",0,72.6,3.834,191.3449,8.684
14,31/08/2012," $1,613,342.19 ",0,75.1,3.867,191.4613,8.684
14,07/09/2012," $1,904,512.34 ",1,75.7,3.911,191.5777,8.684
14,14/09/2012," $1,554,794.22 ",0,67.9,3.948,191.6999,8.684
14,21/09/2012," $1,565,352.46 ",0,65.3,4.038,191.8567,8.684
14,28/09/2012," $1,522,512.20 ",0,64.9,3.997,192.0136,8.684
14,05/10/2012," $1,687,592.16 ",0,64.9,3.985,192.1704,8.667
14,12/10/2012," $1,639,585.61 ",0,54.5,4.000,192.3273,8.667
14,19/10/2012," $1,590,274.72 ",0,56.5,3.969,192.3309,8.667
14,26/10/2012," $1,704,357.62 ",0,58.9,3.882,192.3089,8.667
15,05/02/2010," $652,122.44 ",0,19.8,2.954,131.5279,8.350
15,12/02/2010," $682,447.10 ",1,22.0,2.940,131.5866,8.350
15,19/02/2010," $660,838.75 ",0,27.5,2.909,131.6370,8.350
15,26/02/2010," $564,883.20 ",0,29.9,2.910,131.6860,8.350
15,05/03/2010," $605,325.43 ",0,31.8,2.919,131.7350,8.350
15,12/03/2010," $604,173.59 ",0,41.4,2.938,131.7840,8.350
15,19/03/2010," $593,710.67 ",0,44.7,2.960,131.8243,8.350
15,26/03/2010," $592,111.49 ",0,39.5,2.963,131.8631,8.350
15,02/04/2010," $718,470.71 ",0,45.3,2.957,131.9020,8.185
15,09/04/2010," $634,605.77 ",0,57.8,2.992,131.9408,8.185
15,16/04/2010," $641,208.65 ",0,49.6,3.010,131.9809,8.185
15,23/04/2010," $643,097.60 ",0,46.5,3.021,132.0227,8.185
15,30/04/2010," $570,791.11 ",0,49.1,3.042,132.0644,8.185
15,07/05/2010," $661,348.88 ",0,63.2,3.095,132.1062,8.185
15,14/05/2010," $594,385.20 ",0,47.1,3.112,132.1521,8.185
15,21/05/2010," $616,598.10 ",0,59.1,3.096,132.2230,8.185
15,28/05/2010," $744,772.88 ",0,70.6,3.046,132.2939,8.185
15,04/06/2010," $693,192.50 ",0,70.0,3.006,132.3648,8.185
15,11/06/2010," $619,337.29 ",0,61.0,2.972,132.4357,8.185
15,18/06/2010," $652,329.53 ",0,65.8,2.942,132.4733,8.185
15,25/06/2010," $672,194.03 ",0,72.8,2.958,132.4976,8.185
15,02/07/2010," $709,337.11 ",0,66.1,2.958,132.5219,8.099
15,09/07/2010," $691,497.62 ",0,77.3,2.940,132.5461,8.099
15,16/07/2010," $633,203.69 ",0,72.8,2.933,132.5668,8.099
15,23/07/2010," $598,553.43 ",0,73.2,2.924,132.5826,8.099
15,30/07/2010," $619,224.06 ",0,72.0,2.932,132.5984,8.099
15,06/08/2010," $639,651.24 ",0,72.7,2.942,132.6142,8.099
15,13/08/2010," $622,437.08 ",0,72.2,2.923,132.6300,8.099
15,20/08/2010," $637,090.44 ",0,71.1,2.913,132.6616,8.099
15,27/08/2010," $649,791.15 ",0,65.1,2.885,132.6932,8.099
15,03/09/2010," $638,647.21 ",0,73.2,2.860,132.7248,8.099
15,10/09/2010," $641,965.20 ",1,62.4,2.837,132.7565,8.099
15,17/09/2010," $583,210.87 ",0,57.9,2.846,132.7671,8.099
15,24/09/2010," $548,542.47 ",0,62.5,2.837,132.7619,8.099
15,01/10/2010," $566,945.95 ",0,59.7,2.840,132.7568,8.067
15,08/10/2010," $591,603.79 ",0,52.2,2.903,132.7517,8.067
15,15/10/2010," $577,011.26 ",0,50.0,2.999,132.7634,8.067
15,22/10/2010," $600,395.73 ",0,47.1,3.049,132.8171,8.067
15,29/10/2010," $598,301.50 ",0,55.1,3.055,132.8708,8.067
15,05/11/2010," $612,987.64 ",0,40.3,3.049,132.9246,8.067
15,12/11/2010," $619,639.74 ",0,39.6,3.065,132.9783,8.067
15,19/11/2010," $608,200.81 ",0,44.1,3.138,132.9172,8.067
15,26/11/2010," $1,120,018.92 ",1,40.7,3.186,132.8369,8.067
15,03/12/2010," $754,134.95 ",0,36.0,3.200,132.7567,8.067
15,10/12/2010," $847,294.04 ",0,24.0,3.255,132.6764,8.067
15,17/12/2010," $983,825.15 ",0,25.3,3.301,132.6805,8.067
15,24/12/2010," $1,368,318.17 ",0,25.1,3.309,132.7477,8.067
15,31/12/2010," $543,754.17 ",1,26.5,3.336,132.8150,8.067
15,07/01/2011," $509,640.77 ",0,30.5,3.351,132.8823,7.771
15,14/01/2011," $479,424.20 ",0,19.5,3.367,132.9511,7.771
15,21/01/2011," $487,311.03 ",0,21.8,3.391,133.0285,7.771
15,28/01/2011," $481,119.60 ",0,19.6,3.402,133.1060,7.771
15,04/02/2011," $556,550.85 ",0,20.7,3.400,133.1834,7.771
15,11/02/2011," $582,864.35 ",1,21.6,3.416,133.2609,7.771
15,18/02/2011," $649,993.50 ",0,33.1,3.420,133.3701,7.771
15,25/02/2011," $547,564.09 ",0,20.9,3.452,133.4921,7.771
15,04/03/2011," $573,374.49 ",0,28.2,3.605,133.6141,7.771
15,11/03/2011," $537,035.28 ",0,34.3,3.752,133.7361,7.771
15,18/03/2011," $551,553.99 ",0,40.2,3.796,133.8492,7.771
15,25/03/2011," $527,389.28 ",0,32.6,3.789,133.9587,7.771
15,01/04/2011," $542,556.05 ",0,30.3,3.811,134.0683,7.658
15,08/04/2011," $587,370.81 ",0,40.9,3.895,134.1778,7.658
15,15/04/2011," $607,691.36 ",0,48.6,3.981,134.2785,7.658
15,22/04/2011," $655,318.26 ",0,41.4,4.061,134.3571,7.658
15,29/04/2011," $560,764.41 ",0,55.5,4.117,134.4357,7.658
15,06/05/2011," $630,522.67 ",0,49.9,4.192,134.5144,7.658
15,13/05/2011," $630,482.91 ",0,57.1,4.211,134.5930,7.658
15,20/05/2011," $593,941.90 ",0,57.2,4.202,134.6804,7.658
15,27/05/2011," $636,193.24 ",0,65.9,4.134,134.7678,7.658
15,03/06/2011," $695,396.19 ",0,69.8,4.069,134.8552,7.658
15,10/06/2011," $642,679.81 ",0,69.9,4.025,134.9425,7.658
15,17/06/2011," $639,928.85 ",0,63.9,3.989,135.0837,7.658
15,24/06/2011," $656,594.95 ",0,70.0,3.964,135.2653,7.658
15,01/07/2011," $674,669.16 ",0,67.4,3.916,135.4468,7.806
15,08/07/2011," $635,118.48 ",0,73.5,3.886,135.6283,7.806
15,15/07/2011," $624,114.56 ",0,73.3,3.915,135.7837,7.806
15,22/07/2011," $607,475.44 ",0,80.0,3.972,135.8738,7.806
15,29/07/2011," $577,511.02 ",0,74.7,4.004,135.9639,7.806
15,05/08/2011," $607,961.21 ",0,73.6,4.020,136.0540,7.806
15,12/08/2011," $590,836.37 ",0,70.6,3.995,136.1441,7.806
15,19/08/2011," $599,488.98 ",0,70.4,3.942,136.1831,7.806
15,26/08/2011," $605,413.17 ",0,69.2,3.906,136.2136,7.806
15,02/09/2011," $649,159.68 ",0,67.6,3.879,136.2441,7.806
15,09/09/2011," $607,593.51 ",1,67.6,3.930,136.2746,7.806
15,16/09/2011," $545,052.34 ",0,62.1,3.937,136.3145,7.806
15,23/09/2011," $545,570.86 ",0,59.0,3.899,136.3670,7.806
15,30/09/2011," $521,297.31 ",0,64.9,3.858,136.4195,7.806
15,07/10/2011," $579,068.88 ",0,51.2,3.775,136.4720,7.866
15,14/10/2011," $537,300.94 ",0,61.3,3.744,136.5151,7.866
15,21/10/2011," $603,318.89 ",0,51.7,3.757,136.5018,7.866
15,28/10/2011," $589,842.69 ",0,45.5,3.757,136.4885,7.866
15,04/11/2011," $615,121.78 ",0,43.4,3.738,136.4751,7.866
15,11/11/2011," $618,949.82 ",0,47.1,3.719,136.4618,7.866
15,18/11/2011," $597,856.51 ",0,46.5,3.717,136.4667,7.866
15,25/11/2011," $1,066,478.10 ",1,41.1,3.689,136.4788,7.866
15,02/12/2011," $699,028.66 ",0,45.7,3.666,136.4909,7.866
15,09/12/2011," $764,565.55 ",0,38.5,3.627,136.5031,7.866
15,16/12/2011," $870,415.49 ",0,35.5,3.611,136.5335,7.866
15,23/12/2011," $1,182,691.87 ",0,34.9,3.587,136.5884,7.866
15,30/12/2011," $603,460.79 ",1,31.4,3.566,136.6433,7.866
15,06/01/2012," $516,087.65 ",0,30.2,3.585,136.6981,7.943
15,13/01/2012," $454,183.42 ",0,36.3,3.666,136.7530,7.943
15,20/01/2012," $492,721.85 ",0,21.4,3.705,136.8564,7.943
15,27/01/2012," $466,045.63 ",0,30.9,3.737,136.9598,7.943
15,03/02/2012," $523,831.64 ",0,35.3,3.796,137.0633,7.943
15,10/02/2012," $628,218.22 ",1,31.9,3.826,137.1667,7.943
15,17/02/2012," $598,502.83 ",0,30.3,3.874,137.2583,7.943
15,24/02/2012," $561,137.06 ",0,33.2,3.917,137.3411,7.943
15,02/03/2012," $541,292.64 ",0,33.2,3.983,137.4239,7.943
15,09/03/2012," $545,120.67 ",0,37.0,4.021,137.5067,7.943
15,16/03/2012," $570,611.23 ",0,47.4,4.021,137.5844,7.943
15,23/03/2012," $565,481.88 ",0,58.9,4.054,137.6553,7.943
15,30/03/2012," $557,547.25 ",0,42.7,4.098,137.7262,7.943
15,06/04/2012," $659,950.36 ",0,40.0,4.143,137.7971,8.150
15,13/04/2012," $558,585.13 ",0,43.5,4.187,137.8680,8.150
15,20/04/2012," $534,780.57 ",0,54.5,4.170,137.9231,8.150
15,27/04/2012," $527,402.62 ",0,41.6,4.163,137.9781,8.150
15,04/05/2012," $577,868.38 ",0,51.0,4.124,138.0332,8.150
15,11/05/2012," $579,539.95 ",0,54.2,4.055,138.0883,8.150
15,18/05/2012," $600,050.98 ",0,58.8,4.029,138.1066,8.150
15,25/05/2012," $693,780.42 ",0,68.0,3.979,138.1102,8.150
15,01/06/2012," $663,971.26 ",0,67.6,3.915,138.1138,8.150
15,08/06/2012," $611,390.67 ",0,59.4,3.871,138.1174,8.150
15,15/06/2012," $636,737.65 ",0,67.7,3.786,138.1295,8.150
15,22/06/2012," $687,085.60 ",0,74.3,3.722,138.1629,8.150
15,29/06/2012," $624,099.48 ",0,68.9,3.667,138.1963,8.150
15,06/07/2012," $678,024.75 ",0,74.6,3.646,138.2296,8.193
15,13/07/2012," $591,335.50 ",0,72.6,3.689,138.2630,8.193
15,20/07/2012," $592,369.22 ",0,75.3,3.732,138.2332,8.193
15,27/07/2012," $571,190.83 ",0,73.9,3.820,138.2034,8.193
15,03/08/2012," $590,739.62 ",0,73.1,3.819,138.1736,8.193
15,10/08/2012," $590,453.63 ",0,74.0,3.863,138.1438,8.193
15,17/08/2012," $579,738.20 ",0,70.3,3.963,138.1857,8.193
15,24/08/2012," $606,210.77 ",0,67.0,3.997,138.2815,8.193
15,31/08/2012," $610,185.32 ",0,71.4,4.026,138.3772,8.193
15,07/09/2012," $587,259.82 ",1,71.6,4.076,138.4729,8.193
15,14/09/2012," $527,509.76 ",0,65.4,4.088,138.5673,8.193
15,21/09/2012," $533,161.64 ",0,60.3,4.203,138.6534,8.193
15,28/09/2012," $553,901.97 ",0,57.1,4.158,138.7395,8.193
15,05/10/2012," $573,498.64 ",0,59.6,4.151,138.8256,7.992
15,12/10/2012," $551,799.63 ",0,49.1,4.186,138.9117,7.992
15,19/10/2012," $555,652.77 ",0,52.9,4.153,138.8336,7.992
15,26/10/2012," $558,473.60 ",0,55.8,4.071,138.7282,7.992
16,05/02/2010," $477,409.30 ",0,19.8,2.580,189.3817,7.039
16,12/02/2010," $472,044.28 ",1,20.9,2.572,189.4643,7.039
16,19/02/2010," $469,868.70 ",0,21.1,2.550,189.5341,7.039
16,26/02/2010," $443,242.17 ",0,18.1,2.586,189.6018,7.039
16,05/03/2010," $444,181.85 ",0,27.9,2.620,189.6695,7.039
16,12/03/2010," $445,393.74 ",0,28.6,2.684,189.7372,7.039
16,19/03/2010," $504,307.35 ",0,33.5,2.692,189.7343,7.039
16,26/03/2010," $483,177.20 ",0,29.9,2.717,189.7195,7.039
16,02/04/2010," $490,503.69 ",0,36.2,2.725,189.7048,6.842
16,09/04/2010," $424,083.99 ",0,34.2,2.750,189.6901,6.842
16,16/04/2010," $436,312.41 ",0,45.7,2.765,189.6629,6.842
16,23/04/2010," $370,230.94 ",0,44.9,2.776,189.6190,6.842
16,30/04/2010," $383,550.93 ",0,37.8,2.766,189.5751,6.842
16,07/05/2010," $403,217.22 ",0,37.4,2.771,189.5312,6.842
16,14/05/2010," $401,770.90 ",0,41.3,2.788,189.4904,6.842
16,21/05/2010," $435,300.51 ",0,47.3,2.776,189.4678,6.842
16,28/05/2010," $479,430.00 ",0,52.1,2.737,189.4452,6.842
16,04/06/2010," $516,295.81 ",0,53.8,2.700,189.4227,6.842
16,11/06/2010," $535,587.31 ",0,62.6,2.684,189.4001,6.842
16,18/06/2010," $540,149.85 ",0,52.4,2.674,189.4185,6.842
16,25/06/2010," $546,554.96 ",0,62.4,2.715,189.4534,6.842
16,02/07/2010," $610,641.42 ",0,64.4,2.728,189.4883,6.868
16,09/07/2010," $614,253.33 ",0,61.8,2.711,189.5231,6.868
16,16/07/2010," $586,583.69 ",0,67.7,2.699,189.6125,6.868
16,23/07/2010," $588,344.18 ",0,70.7,2.691,189.7747,6.868
16,30/07/2010," $562,633.67 ",0,70.7,2.690,189.9369,6.868
16,06/08/2010," $586,936.45 ",0,67.4,2.690,190.0990,6.868
16,13/08/2010," $543,757.97 ",0,63.9,2.723,190.2612,6.868
16,20/08/2010," $521,516.96 ",0,63.6,2.732,190.2948,6.868
16,27/08/2010," $581,010.52 ",0,65.7,2.731,190.3285,6.868
16,03/09/2010," $542,087.89 ",0,58.0,2.773,190.3622,6.868
16,10/09/2010," $537,518.57 ",1,57.2,2.780,190.3958,6.868
16,17/09/2010," $522,049.52 ",0,56.6,2.800,190.4688,6.868
16,24/09/2010," $511,330.32 ",0,58.2,2.793,190.5713,6.868
16,01/10/2010," $463,977.54 ",0,59.4,2.759,190.6738,6.986
16,08/10/2010," $442,894.20 ",0,54.3,2.745,190.7763,6.986
16,15/10/2010," $452,169.28 ",0,45.0,2.762,190.8623,6.986
16,22/10/2010," $541,216.92 ",0,45.9,2.762,190.9070,6.986
16,29/10/2010," $495,022.51 ",0,35.8,2.748,190.9517,6.986
16,05/11/2010," $446,905.02 ",0,39.9,2.729,190.9964,6.986
16,12/11/2010," $453,632.76 ",0,34.0,2.737,191.0411,6.986
16,19/11/2010," $458,634.68 ",0,27.3,2.758,191.0312,6.986
16,26/11/2010," $651,837.77 ",1,23.5,2.742,191.0122,6.986
16,03/12/2010," $512,260.59 ",0,23.7,2.712,190.9931,6.986
16,10/12/2010," $570,103.64 ",0,32.0,2.728,190.9741,6.986
16,17/12/2010," $648,652.01 ",0,26.0,2.778,191.0303,6.986
16,24/12/2010," $1,004,730.69 ",0,32.5,2.781,191.1430,6.986
16,31/12/2010," $575,317.38 ",1,19.7,2.829,191.2557,6.986
16,07/01/2011," $573,545.96 ",0,12.4,2.882,191.3684,6.614
16,14/01/2011," $470,365.59 ",0,17.5,2.911,191.4785,6.614
16,21/01/2011," $462,888.13 ",0,28.6,2.973,191.5732,6.614
16,28/01/2011," $448,391.99 ",0,20.8,3.008,191.6679,6.614
16,04/02/2011," $479,263.15 ",0,13.6,3.011,191.7626,6.614
16,11/02/2011," $466,806.89 ",1,15.0,3.037,191.8573,6.614
16,18/02/2011," $491,179.79 ",0,27.2,3.051,191.9178,6.614
16,25/02/2011," $475,201.64 ",0,26.2,3.101,191.9647,6.614
16,04/03/2011," $484,829.07 ",0,31.8,3.232,192.0116,6.614
16,11/03/2011," $457,504.35 ",0,29.4,3.372,192.0585,6.614
